车牌号id1,车牌号id2,车牌类型1,车牌类型2,号牌种类,识别时间,上传时间,监测点id,进出口类型,车道id,车身颜色,车辆类型,车标,信息卡编码,违法类型,速度,前端id,行驶方向,图片张数,图片id1,图片id2,图片id3,图片id4,图片id5,前牌是否完成,后牌是否完成,前后牌是否一致,置信度,补传标志,方波长度,分区号,视频URL,保留字段,备用字段1,备用字段2,备用字段3
粤B|6eb0b3d5ecfe6c69350f6662e5b7744b,,0,0,,2017-05-01 15:27:23,2017-05-01 15:27:29,20501803,0,2,,,,,,0.00,,,2,20170501152723002050180321_7,20170501152723002050180322_7,,,,1,0,1,84,0,0,1,,Uf,,,
粤B|35b185c7f5c12af12403fc655167ae70,,0,0,,2017-05-01 14:44:57,2017-05-01 15:27:29,02010039,0,3,,,,,,96.00,,,2,20170501144457000201003931_7,20170501144457000201003932_7,,,,1,0,1,94,0,0,1,,Uf,,,
粤L|1e03eebca68219fcbf4452549d4dc57c,,0,0,,2017-05-01 15:27:20,2017-05-01 15:27:29,02010039,0,4,,,,,,89.00,,,2,20170501152720000201003941_7,20170501152720000201003942_7,,,,1,0,1,90,0,0,1,,Uf,,,
粤H|58e77602cfb4272e321508cd3c6fc133,,0,0,,2017-05-01 15:27:25,2017-05-01 15:27:30,20501804,0,2,,,,,,90.00,,,2,20170501152725002050180421_7,20170501152725002050180422_7,,,,1,0,1,91,0,0,1,,Uf,,,
粤B|b5be496f01043ba063fb5abf039ab7f0,,0,0,,2017-05-01 15:27:21,2017-05-01 15:27:30,20504603,0,3,,,,,,109.00,,,2,20170501152721002050460331_7,20170501152721002050460332_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤S|2abc5f83d95ebd8683941f4e782ba9a4,,0,0,,2017-05-01 15:27:25,2017-05-01 15:27:30,20501802,0,3,,,,,,59.00,,,2,20170501152725002050180231_7,20170501152725002050180232_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|bedf56d9a33584173c9a1ad792cb7d56,,0,0,,2017-05-01 15:27:27,2017-05-01 15:27:30,02010021,0,3,,,,,,-1.00,,,2,20170501152727000201002131_7,20170501152727000201002132_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|5281ea32779fb59da58b7c65322fc72e,,0,0,,2017-05-01 15:27:16,2017-05-01 15:27:30,10100205,0,2,,,,,,67.00,,,2,20170501152716331010020521_7,20170501152716411010020522_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|813b203f0bf65f1ea866fefa5f0de287,,0,0,,2017-05-01 15:27:21,2017-05-01 15:27:30,10100206,0,5,,,,,,72.00,,,2,20170501152721831010020651_7,20170501152721991010020652_7,,,,1,0,1,98,0,0,1,,Uf,,,
鄂A|6e8328acc9630ed0312a1f003b2ae2b5,,0,0,,2017-05-01 15:27:21,2017-05-01 15:27:30,30606706,0,5,,,,,,-1.00,,,2,20170501152721063060670651_7,20170501152721063060670652_7,,,,1,0,0,100,0,0,1,,Uf,,,
粤B|a5b5213d429b87b92cbd1a71d6f13a5b,,0,0,,2017-05-01 15:20:44,2017-05-01 15:27:30,20104401,0,4,,,其它,,,74.00,,,2,20170501152044642010440141_0_0_0_0_7,20170501152044642010440142_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤M|91802437fa946b6b53917118af03a1ee,,0,0,,2017-05-01 15:21:36,2017-05-01 15:27:30,20602403,0,3,,,其它,,,117.00,,,2,20170501152136242060240331_0_0_0_0_7,20170501152136242060240332_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|31f59d97ccff32d5a098004bc3835cd0,,0,0,,2017-05-01 15:27:26,2017-05-01 15:27:30,02010038,0,2,,,,,,-1.00,,,2,20170501152726000201003821_7,20170501152726000201003822_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤S|9e4ec25e5da54b5535d8ca5269210fab,,0,0,,2017-05-01 15:27:29,2017-05-01 15:27:30,02010038,0,2,,,,,,-1.00,,,2,20170501152729000201003821_7,20170501152729000201003822_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|bde7052874c6f08e9242d4e0555bdacd,,0,0,,2017-05-01 15:27:27,2017-05-01 15:27:30,02010040,0,3,,,,,,-1.00,,,2,20170501152727000201004031_7,20170501152727000201004032_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|32771020db821260e8a1a9f6c0084fb0,,0,0,,2017-05-01 15:27:15,2017-05-01 15:27:30,02010038,0,3,,,,,,-1.00,,,2,20170501152715000201003831_7,20170501152715000201003832_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤A|f909aaad30f54c131e73ea6ef5a84e0d,,0,0,,2017-05-01 15:22:37,2017-05-01 15:27:30,20501809,0,3,,,,,,40.86,,,2,20170501152237172050180931_7,20170501152237172050180932_7,,,,1,0,1,685,1,0,1,,Uf,,,
No|6bb6c6594f5cb1a5700698e9a7d72619,,13,0,,2017-05-01 15:27:01,2017-05-01 15:27:31,20501809,0,3,,,,,,21.72,,,2,20170501152701152050180931_7,20170501152701152050180932_7,,,,0,0,1,0,0,0,1,,Uf,,,
粤S|a7c03f88c697ee330c2731770738c5ee,,0,0,,2017-05-01 15:27:14,2017-05-01 15:27:31,20501805,0,3,,,,,,0.00,,,2,20170501152714382050180531_7,20170501152714422050180532_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|68041b2af624b9ce448b829531f648df,,0,0,,2017-05-01 15:27:14,2017-05-01 15:27:31,20501805,0,2,,,,,,0.00,,,2,20170501152714822050180521_7,20170501152714862050180522_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|234ecc77744d95edce7f18afa3f87535,,0,0,,2017-05-01 15:26:52,2017-05-01 15:27:31,30606702,0,3,,,,,,0.00,,,2,20170501152652113060670231_7,20170501152652113060670232_7,,,,1,0,1,89,0,0,1,,Uf,,,
粤S|f7556716b597722543a7a25c7a62a602,,0,0,,2017-05-01 15:26:52,2017-05-01 15:27:31,30606702,0,3,,,,,,44.00,,,2,20170501152652513060670231_7,20170501152652513060670232_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤S|778a71968aa21f01a8ff36dd0efdd77e,,0,0,,2017-05-01 15:27:21,2017-05-01 15:27:31,20501808,0,3,,,,,,61.77,,,2,20170501152721542050180831_7,20170501152721542050180832_7,,,,1,0,1,665,0,0,1,,Uf,,,
粤B|4e3a43fb64f8e0851d3871466638ee85,,0,0,,2017-05-01 15:26:21,2017-05-01 15:27:31,10100406,0,1,,,,,,166.00,,,2,20170501152621751010040611_7,20170501152621831010040612_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|7939a6ab8de4017854d4322dccc2036e,,2,0,,2017-05-01 15:27:27,2017-05-01 15:27:31,20602406,0,3,,,,,,71.00,,,2,20170501152727382060240631_7,20170501152727382060240632_7,,,,1,0,1,682,0,0,1,,Uf,,,
鄂B|371b81acd99b954a7fa130cdc82df791,,0,0,,2017-05-01 14:25:23,2017-05-01 15:27:31,20602103,0,2,,,,,,-1.00,,,2,20170501142523192060210321_7,20170501142523192060210322_7,,,,1,0,0,82,0,0,1,,Uf,,,
粤B|7e16c808de0d1ed00ce0dc83ad30d770,,0,0,,2017-05-01 15:27:09,2017-05-01 15:27:31,30606708,0,5,,,,,,-1.00,,,2,20170501152709373060670851_7,20170501152709373060670852_7,,,,1,0,0,93,0,0,1,,Uf,,,
粤B|4ca09052b16fd401c5028754b636e030,,0,0,,2017-05-01 15:27:25,2017-05-01 15:27:31,20501803,0,1,,,,,,0.00,,,2,20170501152725002050180311_7,20170501152725002050180312_7,,,,1,0,1,86,0,0,1,,Uf,,,
粤B|0e86af1d532c1958486a134d05760895,,0,0,,2017-05-01 15:27:21,2017-05-01 15:27:31,20504603,0,1,,,,,,105.00,,,2,20170501152721002050460311_7,20170501152721002050460312_7,,,,1,0,1,93,0,0,1,,Uf,,,
川K|6bf0070eb91e9841930b18f71a21a7f6,,0,0,,2017-05-01 15:27:26,2017-05-01 15:27:32,20501802,0,2,,,,,,94.00,,,2,20170501152726002050180221_7,20170501152726002050180222_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤N|96a80a135a0b5699d5bf4371bcbcaa2d,,0,0,,2017-05-01 15:27:27,2017-05-01 15:27:32,20400801,0,2,,,,,,-1.00,,,2,20170501152727002040080121_7,20170501152727002040080122_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤A|3edda45d701b0859a3a2df5426c9a59a,,0,0,,2017-05-01 15:27:27,2017-05-01 15:27:32,02010039,0,2,,,,,,55.00,,,2,20170501152727000201003921_7,20170501152727000201003922_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|0673f4bccb215631eeefcbddcb8d0a78,,0,0,,2017-05-01 15:27:21,2017-05-01 15:27:32,10100205,0,2,,,,,,65.00,,,2,20170501152721201010020521_7,20170501152721281010020522_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|0fc30b08f0af29d4c159af90fdd70a2e,,0,0,,2017-05-01 15:20:43,2017-05-01 15:27:32,20104403,0,3,,,其它,,,0.00,,,2,20170501152043022010440331_0_0_0_0_7,20170501152043022010440332_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|ab86492f46ce9a24adcb51e6e0bc6a92,,0,0,,2017-05-01 15:21:32,2017-05-01 15:27:32,02010131,0,2,,,其它,,,169.00,,,1,20170501152132670201013121_0_0_0_0_7,,,,,1,0,0,0,1,0,1,,,,,
粤A|716cba7d43a6c13ce6e4397e54140ef2,,0,0,,2017-05-01 15:21:30,2017-05-01 15:27:32,02010131,0,6,,,其它,,,53.00,,,1,20170501152130950201013161_0_0_0_0_7,,,,,1,0,0,0,1,0,1,,,,,
粤L|dd6835b6733d6405b7b19a020323f91b,,0,0,,2017-05-01 15:21:37,2017-05-01 15:27:32,20807202,0,6,,,其它,,,6.00,,,2,20170501152137862080720261_0_0_0_0_7,20170501152137862080720262_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|ed01826979c53e7c22d210c6cf11db92,,0,0,,2017-05-01 15:21:35,2017-05-01 15:27:32,20204001,0,2,,,其它,,,0.00,,,2,20170501152135392020400121_0_0_0_0_7,20170501152135392020400122_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|29be559ef776f661fa0f853db8379de0,,0,0,,2017-05-01 15:21:35,2017-05-01 15:27:32,20602403,0,2,,,其它,,,0.00,,,2,20170501152135762060240321_0_0_0_0_7,20170501152135762060240322_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
No|6bb6c6594f5cb1a5700698e9a7d72619,,13,0,,2017-05-01 15:27:27,2017-05-01 15:27:32,02010042,0,4,,,,,,-1.00,,,2,20170501152727000201004241_7,20170501152727000201004242_7,,,,0,0,1,0,0,0,1,,Uf,,,
粤S|383c14bb8129758aad64d610ad6f87a5,,0,0,,2017-05-01 15:26:50,2017-05-01 15:27:32,20501810,0,2,,,,,,128.00,,,2,20170501152650002050181021_7,20170501152650002050181022_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤A|06d75fce2819ab88908cc9e74e90a3df,,0,0,,2017-05-01 15:27:06,2017-05-01 15:27:32,20501809,0,3,,,,,,0.00,,,2,20170501152706872050180931_7,20170501152706872050180932_7,,,,1,0,1,679,0,0,1,,Uf,,,
桂D|d9e5d1b4079ed44a8829faf350fb538b,,0,0,,2017-05-01 15:27:24,2017-05-01 15:27:33,20501809,0,3,,,,,,38.94,,,2,20170501152724362050180931_7,20170501152724362050180932_7,,,,1,0,1,679,0,0,1,,Uf,,,
粤B|21968146a6008faeedc4cc9e84def789,,0,0,,2017-05-01 15:27:20,2017-05-01 15:27:34,20602406,0,1,,,,,,48.27,,,2,20170501152720012060240611_7,20170501152720012060240612_7,,,,1,0,1,664,0,0,1,,Uf,,,
粤B|7e81731f9aa1720e87ee6b29c0422c6e,,0,0,,2017-05-01 15:23:31,2017-05-01 15:27:34,02010047,0,2,,,,,,-1.00,,,2,20170501152331000201004721_7,20170501152331000201004722_7,,,,1,0,1,91,0,0,1,,Uf,,,
粤B|8bf9a686e6d24e9b45dd4af1f38d780b,,0,0,,2017-05-01 15:27:28,2017-05-01 15:27:34,02010054,0,4,,,,,,-1.00,,,2,20170501152728000201005441_7,20170501152728000201005442_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤A|87fd6954286abd1db7d619c8585615c5,,0,0,,2017-05-01 15:27:27,2017-05-01 15:27:34,20501803,0,1,,,,,,0.00,,,2,20170501152727002050180311_7,20170501152727002050180312_7,,,,1,0,1,84,0,0,1,,Uf,,,
No|6bb6c6594f5cb1a5700698e9a7d72619,,13,0,,2017-05-01 15:27:28,2017-05-01 15:27:34,20501803,0,2,,,,,,0.00,,,2,20170501152728002050180321_7,20170501152728002050180322_7,,,,0,0,1,0,0,0,1,,Uf,,,
粤B|6e6d1313c42acec8ece2fcf257d16386,,0,0,,2017-05-01 15:27:32,2017-05-01 15:27:35,02010021,0,2,,,,,,-1.00,,,2,20170501152732000201002121_7,20170501152732000201002122_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|5eb60503838ae2bd32d7a91d30248c55,,0,0,,2017-05-01 15:19:27,2017-05-01 15:27:35,20104401,0,2,,,其它,,,76.00,,,2,20170501151927272010440121_0_0_0_0_7,20170501151927272010440122_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤M|b1e01755bfc59d76b0a253718d5c231b,,0,0,,2017-05-01 15:21:43,2017-05-01 15:27:35,20204001,0,2,,,其它,,,0.00,,,2,20170501152143232020400121_0_0_0_0_7,20170501152143232020400122_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤S|c858248d32f34a8e50928fc7d4c7c5f7,,0,0,,2017-05-01 15:22:27,2017-05-01 15:27:35,20501810,0,3,,,,,,134.00,,,2,20170501152227042050181031_7,20170501152227042050181032_7,,,,1,0,1,689,1,0,1,,Uf,,,
粤R|bbb3ef7dc5193af1f217e8fd8c753efe,,0,0,,2017-05-01 15:27:30,2017-05-01 15:27:36,02010040,0,3,,,,,,-1.00,,,2,20170501152730000201004031_7,20170501152730000201004032_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤S|260d2f42bfb0e3e3dd4999b711e3d0e5,,0,0,,2017-05-01 15:27:15,2017-05-01 15:27:36,20501810,0,2,,,,,,116.00,,,2,20170501152715002050181021_7,20170501152715002050181022_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤X|db70debaeea05de6ea67535b824e8480,,0,0,,2017-05-01 15:27:29,2017-05-01 15:27:36,20501810,0,2,,,,,,121.00,,,2,20170501152729002050181021_7,20170501152729002050181022_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|4bd90049c348bc6e68cd1145360de378,,0,0,,2017-05-01 15:27:23,2017-05-01 15:27:36,10100211,0,3,,,,,,58.00,,,2,20170501152723001010021131_7,20170501152723001010021132_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|38add82465af1c8da9efb4166dd379fc,,0,0,,2017-05-01 15:27:27,2017-05-01 15:27:36,10100211,0,1,,,,,,32.00,,,2,20170501152727001010021111_7,20170501152727001010021112_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|933758e43f706183089d1042a155101e,,0,0,,2017-05-01 15:27:23,2017-05-01 15:27:36,10300201,0,4,,,,,,46.00,,,2,20170501152723451030020141_7,20170501152723531030020142_7,,,,1,0,1,683,0,0,1,,Uf,,,
粤T|445e866c8c3a95155eef365f6f754035,,2,0,,2017-05-01 15:27:30,2017-05-01 15:27:36,20501808,0,3,,,,,,77.74,,,2,20170501152730512050180831_7,20170501152730512050180832_7,,,,1,0,1,612,0,0,1,,Uf,,,
粤B|cc6b21e0f4b64d4c116b4cc90b715fce,,0,0,,2017-05-01 15:27:04,2017-05-01 15:27:36,02010073,0,3,,,,,,10.00,,,2,20170501152704210201007331_7,20170501152704290201007332_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|5d1fdc78211d0ba1162fbacb873ba47b,,0,0,,2017-05-01 15:27:34,2017-05-01 15:27:36,20602405,0,2,,,,,,63.25,,,2,20170501152734472060240521_7,20170501152734472060240522_7,,,,1,0,1,682,0,0,1,,Uf,,,
粤B|6a0a67f6c3042982acc1b02f7a125082,,0,0,,2017-05-01 15:25:37,2017-05-01 15:27:36,20602405,0,3,,,,,,84.00,,,2,20170501152537092060240531_7,20170501152537092060240532_7,,,,1,0,1,683,0,0,1,,Uf,,,
粤L|681f901d03ff5d3f32efd5898e56f223,,0,0,,2017-05-01 15:27:29,2017-05-01 15:27:36,20504601,0,3,,,,,,106.00,,,2,20170501152729052050460131_7,20170501152729052050460132_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤S|544dc63df8565e247f7d44dd5b5a0773,,0,0,,2017-05-01 15:27:10,2017-05-01 15:27:36,20504604,0,2,,,,,,51.00,,,2,20170501152710002050460421_7,20170501152711002050460422_7,,,,1,0,1,94,0,0,1,,Uf,,,
粤B|e46fe81c7bd2c132e1902bb5380906cd,,0,0,,2017-05-01 15:23:41,2017-05-01 15:27:36,02010050,0,1,,,,,,-1.00,,,2,20170501152341000201005011_7,20170501152341000201005012_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|8bf9a686e6d24e9b45dd4af1f38d780b,,0,0,,2017-05-01 15:27:28,2017-05-01 15:27:36,02010054,0,4,,,,,,-1.00,,,2,20170501152728000201005441_7,20170501152728000201005442_7,,,,1,0,1,92,0,0,1,,Uf,,,
粤B|88d7e2e3cafd9964644d0a0334e5e93a,,0,0,,2017-05-01 15:27:06,2017-05-01 15:27:37,30606708,0,5,,,,,,-1.00,,,2,20170501152706723060670851_7,20170501152706723060670852_7,,,,1,0,0,94,0,0,1,,Uf,,,
粤X|f2ea65f686d6aad6504c40b52d5d52da,,0,0,,2017-05-01 15:27:29,2017-05-01 15:27:37,20501803,0,1,,,,,,0.00,,,2,20170501152729002050180311_7,20170501152729002050180312_7,,,,1,0,1,77,0,0,1,,Uf,,,
粤S|43010fa26efc706bf308e7ba0bc823bd,,0,0,,2017-05-01 15:27:30,2017-05-01 15:27:37,10100205,0,3,,,,,,63.00,,,2,20170501152730001010020531_7,20170501152730081010020532_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|920bff4b4a3556f70a3c5fb743f42045,,0,0,,2017-05-01 15:27:34,2017-05-01 15:27:37,20501810,0,5,,,,,,61.86,,,2,20170501152734962050181051_7,20170501152734962050181052_7,,,,1,0,1,682,0,0,1,,Uf,,,
粤B|26929dcdb0e6356546578cee30c9aa0e,,0,0,,2017-05-01 15:21:34,2017-05-01 15:27:37,20204001,0,4,,,其它,,,0.00,,,2,20170501152134142020400141_0_0_0_0_7,20170501152134142020400142_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|02cfcb83a68ec249dc5d35f363176c29,,0,0,,2017-05-01 15:20:54,2017-05-01 15:27:37,20104402,0,2,,,其它,,,101.00,,,2,20170501152054472010440221_0_0_0_0_7,20170501152054472010440222_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|c3bcb8d6898ea92629bfa627f50c5361,,0,0,,2017-05-01 15:20:54,2017-05-01 15:27:37,20104402,0,1,,,其它,,,110.00,,,2,20170501152054152010440211_0_0_0_0_7,20170501152054152010440212_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
No|6bb6c6594f5cb1a5700698e9a7d72619,,13,0,,2017-05-01 15:20:51,2017-05-01 15:27:37,20104402,0,2,,,其它,,,91.00,,,2,20170501152051742010440221_0_0_0_0_7,20170501152051742010440222_0_0_0_0_7,,,,0,0,0,0,1,0,1,,,,,
粤H|2b1436f3fdaa9d6d3c3dd221ff6547ea,,0,0,,2017-05-01 15:27:32,2017-05-01 15:27:37,02010040,0,3,,,,,,-1.00,,,2,20170501152732000201004031_7,20170501152732000201004032_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤H|e471528bd58bdb7eacc644e7a8480463,,0,0,,2017-05-01 15:27:32,2017-05-01 15:27:37,02010038,0,3,,,,,,-1.00,,,2,20170501152732000201003831_7,20170501152732000201003832_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|55818a07639885286785ca8202e85500,,0,0,,2017-05-01 15:27:32,2017-05-01 15:27:37,10100211,0,3,,,,,,45.00,,,2,20170501152732001010021131_7,20170501152732001010021132_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|8dc233f5c6eec76b931331c2505aa543,,0,0,,2017-05-01 15:27:34,2017-05-01 15:27:37,20501805,0,3,,,,,,0.00,,,2,20170501152734502050180531_7,20170501152734542050180532_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|df4386b219f633ec473cfc02a2bb9a05,,0,0,,2017-05-01 15:21:31,2017-05-01 15:27:39,20204001,0,3,,,其它,,,0.00,,,2,20170501152131552020400131_0_0_0_0_7,20170501152131552020400132_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤F|c6ca534151bac1bf374d4b6fe0a07dc8,,0,0,,2017-05-01 15:27:26,2017-05-01 15:27:39,30606706,0,5,,,,,,-1.00,,,2,20170501152726863060670651_7,20170501152726863060670652_7,,,,1,0,0,100,0,0,1,,Uf,,,
粤B|895ae2ee750045832f4350971ddfa01b,,0,0,,2017-05-01 15:21:32,2017-05-01 15:27:39,20204001,0,1,,,其它,,,0.00,,,2,20170501152132072020400111_0_0_0_0_7,20170501152132072020400112_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|357909f3db976a12be4ab3479aeda6a9,,0,0,,2017-05-01 15:20:47,2017-05-01 15:27:39,20104401,0,1,,,其它,,,72.00,,,2,20170501152047782010440111_0_0_0_0_7,20170501152047782010440112_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|17fffd06aab3f55ab341969a1783cbdd,,0,0,,2017-05-01 15:24:14,2017-05-01 15:27:39,20605002,0,3,,,,,,-1.00,,,2,20170501152414002060500231_7,20170501152414002060500232_7,,,,1,0,1,685,0,0,1,,Uf,,,
粤S|5d9cd993a4062b567307897e96cf3165,,0,0,,2017-05-01 15:27:38,2017-05-01 15:27:41,20602406,0,1,,,,,,49.71,,,2,20170501152738332060240611_7,20170501152738332060240612_7,,,,1,0,1,656,0,0,1,,Uf,,,
粤B|41e3e98396599f9b03091c7c723dcb8a,,0,0,,2017-05-01 15:22:05,2017-05-01 15:27:41,10100403,0,8,,,,,,33.00,,,2,20170501152205281010040381_7,20170501152205761010040382_7,,,,1,0,0,1,1,0,1,,Uf,,,
粤E|61f04f74b86ccd39269327beb1282c58,,0,0,,2017-05-01 15:23:33,2017-05-01 15:27:41,02010047,0,1,,,,,,-1.00,,,2,20170501152333000201004711_7,20170501152333000201004712_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤A|d2c67005b5be3b9ceaaa66b160c417e1,,0,0,,2017-05-01 15:27:36,2017-05-01 15:27:41,02010048,0,2,,,,,,-1.00,,,2,20170501152736000201004821_7,20170501152736000201004822_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|2f78d6454308257a56bb0eaaa87a3730,,0,0,,2017-05-01 15:23:08,2017-05-01 15:27:41,02010052,0,1,,,,,,-1.00,,,2,20170501152308000201005211_7,20170501152308000201005212_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|fb437e91103865c253fac3726dc5ba13,,0,0,,2017-05-01 14:46:31,2017-05-01 15:27:41,02010039,0,3,,,,,,83.00,,,2,20170501144631000201003931_7,20170501144631000201003932_7,,,,1,0,1,96,1,0,1,,Uf,,,
粤B|b3add34a097bd6182801ccb8249d7e47,,0,0,,2017-05-01 15:27:36,2017-05-01 15:27:41,20501804,0,2,,,,,,88.00,,,2,20170501152736002050180421_7,20170501152737002050180422_7,,,,1,0,1,87,0,0,1,,Uf,,,
粤T|b16c6844c55d97ce2d282b56ec4aa4bc,,0,0,,2017-05-01 15:27:37,2017-05-01 15:27:41,20400801,0,2,,,,,,-1.00,,,2,20170501152737002040080121_7,20170501152737002040080122_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|1ca2967f879a67f48e5d651b17bdb18d,,0,0,,2017-05-01 15:20:58,2017-05-01 15:27:41,20104402,0,4,,,其它,,,102.00,,,2,20170501152058212010440241_0_0_0_0_7,20170501152058212010440242_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|028ade77824ce34e3bd56af73ea83fcf,,13,0,,2017-05-01 15:20:41,2017-05-01 15:27:41,20104404,0,3,,,其它,,,54.00,,,2,20170501152041372010440431_0_0_0_0_7,20170501152041372010440432_0_0_0_0_7,,,,0,0,0,0,1,0,1,,,,,
鄂E|3e3a9ecfe17efbf57bd51930e5eaa8c5,,0,0,,2017-05-01 15:22:30,2017-05-01 15:27:42,20501810,0,3,,,,,,120.00,,,2,20170501152230962050181031_7,20170501152230962050181032_7,,,,1,0,1,685,0,0,1,,Uf,,,
粤B|320f480a3b7aa33021f23a32e9325e88,,0,0,,2017-05-01 15:27:38,2017-05-01 15:27:42,02010038,0,2,,,,,,-1.00,,,2,20170501152738000201003821_7,20170501152738000201003822_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|2e28254640b90b3a843706ce66e6da1f,,0,0,,2017-05-01 15:27:37,2017-05-01 15:27:42,02010040,0,3,,,,,,-1.00,,,2,20170501152737000201004031_7,20170501152737000201004032_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤S|d8f10373179e1e267bc8e395ce208cf6,,2,0,,2017-05-01 15:27:37,2017-05-01 15:27:42,20501809,0,3,,,,,,48.02,,,2,20170501152737252050180931_7,20170501152737252050180932_7,,,,1,0,1,651,0,0,1,,Uf,,,
粤B|899da8b2b9d0ee75ffa24522ff841d74,,0,0,,2017-05-01 15:27:38,2017-05-01 15:27:42,20501805,0,1,,,,,,0.00,,,2,20170501152738582050180511_7,20170501152738622050180512_7,,,,1,0,1,92,0,0,1,,Uf,,,
粤B|10aed6e92ddf59278f627b32a288913f,,0,0,,2017-05-01 15:27:39,2017-05-01 15:27:42,30606702,0,4,,,,,,69.00,,,2,20170501152739153060670241_7,20170501152739153060670242_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|15266793662394b20942b463e0e6741d,,0,0,,2017-05-01 15:27:40,2017-05-01 15:27:42,30606702,0,3,,,,,,77.00,,,2,20170501152740673060670231_7,20170501152740673060670232_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤S|63f28433ceeb0c3b218a74768267abbc,,0,0,,2017-05-01 15:27:36,2017-05-01 15:27:42,20602406,0,3,,,,,,82.00,,,2,20170501152736582060240631_7,20170501152736582060240632_7,,,,1,0,1,683,0,0,1,,Uf,,,
粤S|88e822bd0d486c1b1e2411e4d8bebee8,,0,0,,2017-05-01 15:27:38,2017-05-01 15:27:42,20602406,0,3,,,,,,83.00,,,2,20170501152738822060240631_7,20170501152738822060240632_7,,,,1,0,1,679,0,0,1,,Uf,,,
粤B|41afc4fabf0f4d08ac10db09238732f8,,0,0,,2017-05-01 15:27:35,2017-05-01 15:27:42,20504601,0,3,,,,,,90.00,,,2,20170501152735532050460131_7,20170501152735532050460132_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|6eb69644b081b4e6056e7edbdfc8653e,,0,0,,2017-05-01 15:27:38,2017-05-01 15:27:42,20504601,0,1,,,,,,79.00,,,2,20170501152738062050460111_7,20170501152738062050460112_7,,,,1,0,1,98,0,0,1,,Uf,,,
湘L|d27da8b2b8a36e9d428567102bb67e53,,0,0,,2017-05-01 15:27:40,2017-05-01 15:27:42,02010128,0,3,,,,,,58.00,,,2,20170501152740170201012831_7,20170501152740330201012832_7,,,,1,0,1,95,0,0,1,,Uf,,,
