监测点id,方向,卡口经度,卡口纬度,2017-05-03 00:00:00-2017-05-03 00:30:00,2017-05-03 00:30:00-2017-05-03 01:00:00,2017-05-03 01:00:00-2017-05-03 01:30:00,2017-05-03 01:30:00-2017-05-03 02:00:00,2017-05-03 02:00:00-2017-05-03 02:30:00,2017-05-03 02:30:00-2017-05-03 03:00:00,2017-05-03 03:00:00-2017-05-03 03:30:00,2017-05-03 03:30:00-2017-05-03 04:00:00,2017-05-03 04:00:00-2017-05-03 04:30:00,2017-05-03 04:30:00-2017-05-03 05:00:00,2017-05-03 05:00:00-2017-05-03 05:30:00,2017-05-03 05:30:00-2017-05-03 06:00:00,2017-05-03 06:00:00-2017-05-03 06:30:00,2017-05-03 06:30:00-2017-05-03 07:00:00,2017-05-03 07:00:00-2017-05-03 07:30:00,2017-05-03 07:30:00-2017-05-03 08:00:00,2017-05-03 08:00:00-2017-05-03 08:30:00,2017-05-03 08:30:00-2017-05-03 09:00:00,2017-05-03 09:00:00-2017-05-03 09:30:00,2017-05-03 09:30:00-2017-05-03 10:00:00,2017-05-03 10:00:00-2017-05-03 10:30:00,2017-05-03 10:30:00-2017-05-03 11:00:00,2017-05-03 11:00:00-2017-05-03 11:30:00,2017-05-03 11:30:00-2017-05-03 12:00:00,2017-05-03 12:00:00-2017-05-03 12:30:00,2017-05-03 12:30:00-2017-05-03 13:00:00,2017-05-03 13:00:00-2017-05-03 13:30:00,2017-05-03 13:30:00-2017-05-03 14:00:00,2017-05-03 14:00:00-2017-05-03 14:30:00,2017-05-03 14:30:00-2017-05-03 15:00:00,2017-05-03 15:00:00-2017-05-03 15:30:00,2017-05-03 15:30:00-2017-05-03 16:00:00,2017-05-03 16:00:00-2017-05-03 16:30:00,2017-05-03 16:30:00-2017-05-03 17:00:00,2017-05-03 17:00:00-2017-05-03 17:30:00,2017-05-03 18:00:00-2017-05-03 18:30:00,2017-05-03 18:30:00-2017-05-03 19:00:00,2017-05-03 19:00:00-2017-05-03 19:30:00,2017-05-03 19:30:00-2017-05-03 20:00:00,2017-05-03 20:00:00-2017-05-03 20:30:00,2017-05-03 20:30:00-2017-05-03 21:00:00,2017-05-03 21:00:00-2017-05-03 21:30:00,2017-05-03 21:30:00-2017-05-03 22:00:00,2017-05-03 22:00:00-2017-05-03 22:30:00,2017-05-03 22:30:00-2017-05-03 23:00:00,2017-05-03 23:00:00-2017-05-03 23:30:00,2017-05-03 23:30:00-2017-05-04 00:00:00
20100306,北往南,114.050708,22.589167,917.0,756.0,601.0,491.0,431.0,327.0,327.0,298.0,286.0,263.0,322.0,495.0,941.0,2333.0,2704.0,2346.0,1942.0,1796.0,2691.0,2316.0,2478.0,2541.0,2239.0,2031.0,334.0,0.0,0.0,0.0,4421.0,9828.0,2484.0,2366.0,2414.0,2394.0,2403.0,2552.0,2401.0,1956.0,2061.0,1945.0,1829.0,1918.0,1655.0,1454.0,1362.0,1297.0,1162.0
20101812,南往北,114.030633,22.519039,150.0,118.0,71.0,64.0,64.0,43.0,43.0,42.0,69.0,86.0,131.0,159.0,238.0,347.0,390.0,653.0,854.0,942.0,765.0,757.0,480.0,588.0,960.0,1577.0,616.0,707.0,672.0,835.0,966.0,710.0,1059.0,948.0,1250.0,1091.0,1109.0,912.0,737.0,549.0,518.0,484.0,438.0,434.0,396.0,345.0,264.0,198.0,191.0
10107801,西往东,114.047958,22.518469,187.0,133.0,174.0,141.0,118.0,101.0,88.0,95.0,62.0,62.0,58.0,87.0,127.0,261.0,599.0,752.0,724.0,704.0,683.0,550.0,515.0,518.0,448.0,486.0,75.0,0.0,0.0,0.0,819.0,1816.0,546.0,519.0,609.0,554.0,571.0,627.0,558.0,473.0,411.0,444.0,452.0,428.0,433.0,351.0,342.0,249.0,201.0
2010138,北行,114.029202,22.555682,11.0,10.0,14.0,6.0,2.0,5.0,3.0,6.0,3.0,5.0,4.0,4.0,7.0,9.0,43.0,45.0,35.0,38.0,32.0,47.0,37.0,34.0,43.0,31.0,7.0,0.0,0.0,0.0,62.0,177.0,45.0,42.0,38.0,40.0,52.0,34.0,35.0,25.0,34.0,38.0,27.0,44.0,49.0,44.0,31.0,28.0,19.0
2010086,南行,114.08148,22.56049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103502,南往北,114.044289,22.537169,412.0,338.0,256.0,199.0,188.0,163.0,138.0,151.0,110.0,128.0,115.0,173.0,210.0,445.0,1300.0,1712.0,2095.0,1873.0,1616.0,1413.0,1335.0,1307.0,1214.0,1163.0,168.0,0.0,0.0,0.0,1837.0,4769.0,1320.0,1324.0,1031.0,689.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010137,南行,114.029202,22.555682,6.0,10.0,6.0,8.0,6.0,3.0,5.0,2.0,4.0,1.0,12.0,13.0,11.0,28.0,36.0,28.0,26.0,28.0,48.0,32.0,31.0,45.0,43.0,35.0,4.0,0.0,0.0,0.0,62.0,102.0,41.0,36.0,30.0,34.0,41.0,47.0,33.0,25.0,25.0,36.0,25.0,19.0,17.0,19.0,17.0,14.0,11.0
2010392,东行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010375,南行,114.093587,22.538238,147.0,91.0,77.0,87.0,80.0,69.0,62.0,57.0,49.0,38.0,38.0,43.0,58.0,87.0,84.0,108.0,79.0,99.0,118.0,171.0,187.0,165.0,175.0,161.0,33.0,0.0,0.0,0.0,346.0,619.0,174.0,209.0,165.0,170.0,130.0,158.0,132.0,151.0,139.0,207.0,208.0,194.0,199.0,173.0,166.0,153.0,149.0
2010141,西行,114.076507,22.52286,165.0,141.0,127.0,89.0,71.0,96.0,65.0,84.0,60.0,70.0,54.0,49.0,67.0,106.0,185.0,234.0,279.0,296.0,314.0,372.0,358.0,414.0,375.0,323.0,57.0,0.0,0.0,0.0,664.0,1378.0,409.0,391.0,414.0,453.0,379.0,427.0,423.0,402.0,424.0,452.0,450.0,428.0,418.0,342.0,234.0,237.0,189.0
2010388,北行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010387,北行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010386,南行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010108,南行,114.08792,22.55052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
