监测点id,方向,卡口经度,卡口纬度,2017-05-05 00:00:00-2017-05-05 00:30:00,2017-05-05 00:30:00-2017-05-05 01:00:00,2017-05-05 01:00:00-2017-05-05 01:30:00,2017-05-05 01:30:00-2017-05-05 02:00:00,2017-05-05 02:00:00-2017-05-05 02:30:00,2017-05-05 02:30:00-2017-05-05 03:00:00,2017-05-05 03:00:00-2017-05-05 03:30:00,2017-05-05 03:30:00-2017-05-05 04:00:00,2017-05-05 04:00:00-2017-05-05 04:30:00,2017-05-05 04:30:00-2017-05-05 05:00:00,2017-05-05 05:00:00-2017-05-05 05:30:00,2017-05-05 05:30:00-2017-05-05 06:00:00,2017-05-05 06:00:00-2017-05-05 06:30:00,2017-05-05 06:30:00-2017-05-05 07:00:00,2017-05-05 07:00:00-2017-05-05 07:30:00,2017-05-05 07:30:00-2017-05-05 08:00:00,2017-05-05 08:00:00-2017-05-05 08:30:00,2017-05-05 10:30:00-2017-05-05 11:00:00,2017-05-05 11:00:00-2017-05-05 11:30:00,2017-05-05 12:00:00-2017-05-05 12:30:00,2017-05-05 12:30:00-2017-05-05 13:00:00,2017-05-05 14:00:00-2017-05-05 14:30:00,2017-05-05 15:00:00-2017-05-05 15:30:00,2017-05-05 15:30:00-2017-05-05 16:00:00,2017-05-05 16:30:00-2017-05-05 17:00:00,2017-05-05 17:30:00-2017-05-05 18:00:00,2017-05-05 18:00:00-2017-05-05 18:30:00,2017-05-05 18:30:00-2017-05-05 19:00:00,2017-05-05 19:00:00-2017-05-05 19:30:00,2017-05-05 19:30:00-2017-05-05 20:00:00,2017-05-05 20:00:00-2017-05-05 20:30:00,2017-05-05 20:30:00-2017-05-05 21:00:00,2017-05-05 21:00:00-2017-05-05 21:30:00,2017-05-05 21:30:00-2017-05-05 22:00:00,2017-05-05 22:00:00-2017-05-05 22:30:00,2017-05-05 22:30:00-2017-05-05 23:00:00,2017-05-05 23:00:00-2017-05-05 23:30:00,2017-05-05 23:30:00-2017-05-06 00:00:00
20807502,,,,39.0,32.0,18.0,29.0,27.0,18.0,15.0,17.0,22.0,18.0,30.0,43.0,61.0,137.0,364.0,351.0,341.0,147.0,148.0,148.0,159.0,148.0,182.0,171.0,242.0,253.0,280.0,229.0,182.0,161.0,172.0,138.0,124.0,139.0,96.0,96.0,64.0,51.0
2010083,,,,39.0,36.0,36.0,24.0,20.0,23.0,19.0,19.0,17.0,14.0,11.0,23.0,45.0,89.0,110.0,172.0,175.0,166.0,152.0,132.0,120.0,205.0,216.0,214.0,173.0,176.0,182.0,155.0,149.0,135.0,129.0,123.0,133.0,102.0,103.0,92.0,67.0,59.0
2010243,,,,38.0,30.0,12.0,14.0,18.0,11.0,15.0,13.0,14.0,9.0,6.0,24.0,27.0,30.0,67.0,108.0,102.0,127.0,156.0,146.0,131.0,176.0,169.0,178.0,224.0,228.0,187.0,187.0,187.0,174.0,154.0,113.0,116.0,103.0,78.0,74.0,58.0,54.0
2010173,,,,37.0,37.0,22.0,17.0,25.0,19.0,10.0,11.0,8.0,9.0,14.0,23.0,19.0,45.0,83.0,82.0,121.0,104.0,106.0,89.0,93.0,124.0,62.0,32.0,120.0,136.0,144.0,179.0,131.0,122.0,129.0,108.0,91.0,106.0,63.0,78.0,71.0,52.0
2010168,,,,37.0,37.0,22.0,27.0,16.0,11.0,16.0,12.0,18.0,4.0,17.0,18.0,26.0,43.0,81.0,143.0,117.0,160.0,160.0,122.0,75.0,95.0,111.0,130.0,126.0,129.0,137.0,143.0,166.0,138.0,153.0,105.0,115.0,68.0,0.0,0.0,0.0,0.0
2010175,,,,37.0,25.0,20.0,17.0,9.0,18.0,14.0,7.0,9.0,12.0,19.0,17.0,31.0,40.0,122.0,191.0,192.0,220.0,140.0,92.0,97.0,155.0,152.0,144.0,139.0,135.0,133.0,105.0,127.0,117.0,116.0,101.0,88.0,54.0,0.0,0.0,0.0,0.0
2010172,,,,36.0,32.0,25.0,12.0,26.0,12.0,20.0,20.0,11.0,10.0,14.0,33.0,40.0,52.0,78.0,112.0,141.0,32.0,43.0,141.0,97.0,105.0,88.0,152.0,125.0,185.0,160.0,149.0,144.0,131.0,115.0,113.0,96.0,115.0,76.0,69.0,40.0,69.0
20807602,,,,34.0,21.0,28.0,22.0,20.0,16.0,12.0,15.0,13.0,21.0,24.0,33.0,64.0,109.0,275.0,328.0,303.0,156.0,155.0,140.0,139.0,190.0,192.0,200.0,218.0,249.0,208.0,211.0,190.0,162.0,171.0,132.0,131.0,138.0,119.0,84.0,73.0,39.0
2010245,,,,34.0,37.0,21.0,25.0,11.0,16.0,11.0,8.0,17.0,8.0,15.0,14.0,26.0,54.0,103.0,186.0,181.0,118.0,122.0,140.0,98.0,129.0,132.0,128.0,144.0,141.0,122.0,115.0,123.0,118.0,107.0,100.0,111.0,50.0,0.0,0.0,0.0,0.0
2010242,,,,33.0,23.0,30.0,16.0,14.0,10.0,11.0,9.0,17.0,7.0,10.0,14.0,25.0,35.0,66.0,133.0,145.0,148.0,173.0,163.0,135.0,184.0,178.0,205.0,181.0,183.0,179.0,157.0,123.0,132.0,129.0,116.0,96.0,92.0,79.0,67.0,62.0,33.0
20807501,,,,33.0,29.0,20.0,25.0,12.0,11.0,9.0,13.0,11.0,20.0,18.0,31.0,41.0,61.0,110.0,220.0,185.0,202.0,185.0,149.0,133.0,161.0,161.0,164.0,151.0,283.0,294.0,223.0,203.0,172.0,174.0,178.0,151.0,168.0,117.0,81.0,75.0,62.0
2010114,,,,32.0,32.0,33.0,24.0,30.0,28.0,19.0,29.0,43.0,22.0,20.0,30.0,58.0,101.0,163.0,212.0,214.0,215.0,213.0,207.0,220.0,297.0,360.0,449.0,442.0,445.0,430.0,346.0,301.0,282.0,242.0,237.0,194.0,182.0,120.0,99.0,62.0,66.0
20602105,,,,32.0,52.0,32.0,24.0,28.0,31.0,11.0,18.0,18.0,16.0,31.0,33.0,30.0,56.0,80.0,129.0,154.0,148.0,176.0,136.0,133.0,151.0,153.0,201.0,175.0,180.0,143.0,154.0,122.0,97.0,115.0,101.0,81.0,92.0,109.0,78.0,71.0,60.0
2010115,,,,29.0,25.0,22.0,24.0,20.0,15.0,22.0,14.0,15.0,15.0,17.0,20.0,35.0,39.0,84.0,135.0,120.0,145.0,183.0,169.0,143.0,215.0,197.0,239.0,218.0,230.0,239.0,197.0,138.0,140.0,146.0,122.0,131.0,132.0,113.0,101.0,86.0,61.0
2010174,,,,29.0,19.0,19.0,15.0,8.0,10.0,9.0,12.0,10.0,8.0,15.0,12.0,28.0,53.0,77.0,117.0,107.0,210.0,135.0,121.0,95.0,145.0,129.0,139.0,147.0,189.0,146.0,122.0,169.0,122.0,141.0,119.0,94.0,69.0,0.0,0.0,0.0,0.0
2010240,,,,28.0,13.0,13.0,13.0,7.0,10.0,5.0,0.0,0.0,4.0,5.0,3.0,12.0,53.0,209.0,343.0,299.0,83.0,69.0,78.0,72.0,130.0,86.0,78.0,84.0,100.0,74.0,77.0,89.0,77.0,66.0,72.0,50.0,55.0,50.0,50.0,32.0,24.0
2010228,,,,28.0,12.0,12.0,15.0,13.0,14.0,12.0,5.0,9.0,3.0,5.0,2.0,24.0,44.0,102.0,118.0,121.0,94.0,93.0,105.0,87.0,121.0,117.0,113.0,106.0,148.0,110.0,90.0,103.0,82.0,75.0,69.0,78.0,54.0,31.0,38.0,36.0,28.0
2010116,,,,26.0,19.0,25.0,26.0,19.0,12.0,12.0,15.0,11.0,12.0,15.0,35.0,27.0,47.0,63.0,112.0,99.0,167.0,124.0,129.0,150.0,189.0,202.0,198.0,231.0,218.0,217.0,175.0,171.0,169.0,169.0,137.0,133.0,109.0,72.0,87.0,68.0,74.0
2010379,,,,26.0,20.0,16.0,12.0,10.0,11.0,10.0,8.0,3.0,4.0,8.0,14.0,26.0,55.0,87.0,105.0,148.0,123.0,125.0,105.0,101.0,171.0,136.0,141.0,155.0,187.0,168.0,195.0,165.0,109.0,107.0,96.0,109.0,95.0,57.0,56.0,54.0,54.0
2010241,,,,25.0,15.0,7.0,7.0,8.0,7.0,2.0,2.0,1.0,4.0,2.0,7.0,11.0,22.0,57.0,90.0,73.0,87.0,102.0,188.0,192.0,113.0,346.0,380.0,207.0,183.0,168.0,128.0,111.0,90.0,70.0,61.0,46.0,52.0,46.0,48.0,36.0,17.0
2010229,,,,24.0,12.0,10.0,7.0,9.0,9.0,7.0,6.0,4.0,9.0,3.0,9.0,14.0,23.0,59.0,58.0,81.0,80.0,93.0,138.0,74.0,96.0,95.0,96.0,130.0,178.0,152.0,104.0,140.0,122.0,95.0,78.0,70.0,52.0,60.0,34.0,40.0,37.0
2010380,,,,23.0,22.0,12.0,16.0,11.0,5.0,6.0,8.0,5.0,5.0,10.0,14.0,30.0,84.0,142.0,130.0,149.0,97.0,146.0,170.0,121.0,107.0,121.0,134.0,119.0,151.0,149.0,140.0,142.0,82.0,92.0,66.0,84.0,81.0,61.0,63.0,61.0,44.0
2010079,,,,23.0,21.0,16.0,7.0,11.0,13.0,9.0,6.0,9.0,9.0,4.0,10.0,15.0,32.0,42.0,78.0,95.0,112.0,122.0,99.0,80.0,138.0,102.0,91.0,135.0,139.0,139.0,106.0,97.0,86.0,89.0,88.0,120.0,78.0,57.0,69.0,47.0,32.0
2010208,,,,23.0,8.0,6.0,6.0,5.0,7.0,6.0,3.0,3.0,5.0,4.0,10.0,16.0,44.0,46.0,30.0,49.0,38.0,27.0,27.0,33.0,47.0,60.0,69.0,53.0,78.0,59.0,48.0,40.0,19.0,26.0,34.0,35.0,19.0,25.0,14.0,11.0,21.0
2010368,,,,21.0,10.0,5.0,12.0,8.0,9.0,9.0,4.0,5.0,5.0,7.0,9.0,8.0,21.0,44.0,68.0,74.0,88.0,96.0,103.0,80.0,119.0,91.0,140.0,109.0,114.0,114.0,88.0,79.0,78.0,66.0,65.0,83.0,68.0,54.0,44.0,45.0,25.0
2010239,,,,21.0,19.0,17.0,23.0,20.0,13.0,9.0,11.0,6.0,9.0,18.0,17.0,42.0,87.0,121.0,189.0,166.0,165.0,181.0,173.0,189.0,247.0,340.0,389.0,395.0,288.0,240.0,183.0,171.0,176.0,161.0,140.0,151.0,119.0,105.0,69.0,62.0,56.0
2010261,,,,20.0,15.0,10.0,11.0,7.0,2.0,3.0,3.0,8.0,2.0,6.0,6.0,10.0,27.0,38.0,60.0,80.0,94.0,93.0,121.0,75.0,90.0,115.0,121.0,127.0,177.0,150.0,107.0,111.0,111.0,111.0,63.0,71.0,61.0,51.0,40.0,28.0,20.0
20605002,,,,20.0,13.0,9.0,6.0,5.0,8.0,7.0,9.0,6.0,8.0,7.0,13.0,35.0,102.0,175.0,269.0,301.0,231.0,261.0,119.0,161.0,220.0,289.0,229.0,231.0,208.0,200.0,168.0,127.0,124.0,116.0,117.0,105.0,91.0,82.0,70.0,53.0,41.0
2010207,,,,19.0,23.0,11.0,9.0,4.0,11.0,5.0,6.0,3.0,7.0,4.0,11.0,16.0,59.0,100.0,138.0,150.0,157.0,139.0,150.0,115.0,140.0,163.0,149.0,173.0,200.0,226.0,180.0,148.0,149.0,135.0,121.0,106.0,51.0,0.0,0.0,0.0,0.0
2010080,,,,18.0,15.0,11.0,8.0,5.0,7.0,4.0,10.0,1.0,8.0,6.0,14.0,22.0,28.0,32.0,95.0,77.0,104.0,97.0,87.0,90.0,100.0,123.0,118.0,112.0,137.0,141.0,115.0,95.0,71.0,88.0,75.0,76.0,79.0,47.0,45.0,53.0,17.0
30602506,,,,18.0,4.0,5.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,15.0,35.0,79.0,104.0,115.0,65.0,78.0,80.0,74.0,92.0,82.0,99.0,113.0,191.0,176.0,149.0,111.0,104.0,106.0,101.0,98.0,84.0,91.0,81.0,51.0,34.0
2010262,,,,17.0,21.0,12.0,9.0,8.0,8.0,5.0,7.0,4.0,7.0,3.0,6.0,24.0,44.0,81.0,171.0,159.0,171.0,161.0,133.0,120.0,191.0,172.0,185.0,174.0,164.0,129.0,140.0,123.0,112.0,81.0,76.0,87.0,85.0,70.0,50.0,48.0,34.0
2010170,,,,16.0,8.0,4.0,10.0,13.0,10.0,3.0,3.0,4.0,4.0,9.0,1.0,15.0,29.0,60.0,96.0,89.0,65.0,55.0,59.0,56.0,64.0,51.0,69.0,73.0,85.0,84.0,92.0,90.0,78.0,70.0,68.0,54.0,40.0,0.0,0.0,0.0,0.0
20507401,,,,16.0,13.0,22.0,20.0,10.0,15.0,8.0,8.0,24.0,23.0,46.0,42.0,47.0,34.0,52.0,60.0,58.0,89.0,132.0,68.0,71.0,122.0,105.0,103.0,76.0,65.0,54.0,45.0,60.0,50.0,50.0,44.0,45.0,32.0,34.0,30.0,22.0,18.0
2010164,,,,16.0,14.0,7.0,9.0,11.0,7.0,11.0,7.0,12.0,9.0,15.0,5.0,18.0,19.0,31.0,51.0,54.0,70.0,67.0,54.0,58.0,71.0,66.0,71.0,54.0,89.0,81.0,78.0,46.0,59.0,48.0,51.0,52.0,38.0,36.0,43.0,30.0,20.0
2010204,,,,14.0,7.0,13.0,11.0,5.0,12.0,3.0,4.0,1.0,2.0,2.0,11.0,26.0,32.0,52.0,43.0,55.0,82.0,60.0,72.0,55.0,55.0,77.0,91.0,78.0,89.0,73.0,87.0,76.0,59.0,56.0,45.0,42.0,49.0,57.0,34.0,32.0,32.0
2010013,,,,13.0,9.0,16.0,8.0,4.0,7.0,5.0,4.0,14.0,3.0,6.0,9.0,15.0,16.0,26.0,43.0,79.0,97.0,86.0,81.0,78.0,112.0,125.0,108.0,94.0,110.0,74.0,80.0,65.0,63.0,53.0,64.0,45.0,33.0,44.0,34.0,40.0,17.0
2010015,,,,12.0,1.0,7.0,5.0,4.0,5.0,2.0,1.0,5.0,2.0,1.0,8.0,9.0,8.0,26.0,27.0,29.0,48.0,57.0,57.0,54.0,59.0,81.0,92.0,82.0,89.0,73.0,75.0,93.0,69.0,54.0,55.0,44.0,32.0,30.0,32.0,29.0,37.0
2010231,,,,12.0,7.0,6.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,2.0,8.0,13.0,21.0,42.0,38.0,66.0,62.0,77.0,74.0,43.0,66.0,76.0,76.0,94.0,112.0,89.0,74.0,66.0,62.0,52.0,43.0,39.0,32.0,26.0,32.0,24.0,27.0
2010057,,,,11.0,17.0,9.0,8.0,9.0,13.0,8.0,12.0,8.0,10.0,20.0,16.0,20.0,27.0,39.0,60.0,71.0,62.0,56.0,58.0,52.0,64.0,87.0,83.0,93.0,86.0,61.0,69.0,62.0,55.0,52.0,51.0,48.0,35.0,35.0,35.0,23.0,22.0
2010014,,,,11.0,9.0,3.0,7.0,7.0,5.0,2.0,5.0,5.0,4.0,3.0,10.0,4.0,14.0,17.0,25.0,25.0,48.0,52.0,57.0,51.0,66.0,66.0,86.0,127.0,115.0,104.0,90.0,104.0,87.0,69.0,52.0,63.0,42.0,33.0,33.0,21.0,31.0
2010187,,,,9.0,3.0,5.0,6.0,5.0,6.0,3.0,2.0,2.0,3.0,5.0,8.0,24.0,39.0,75.0,89.0,77.0,85.0,76.0,78.0,53.0,81.0,65.0,62.0,77.0,109.0,112.0,86.0,56.0,57.0,60.0,40.0,41.0,24.0,21.0,19.0,20.0,18.0
2010111,,,,9.0,2.0,2.0,7.0,6.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,17.0,40.0,34.0,53.0,47.0,38.0,23.0,48.0,48.0,50.0,52.0,50.0,32.0,61.0,31.0,43.0,28.0,37.0,20.0,32.0,15.0,10.0,21.0,14.0
2010232,,,,9.0,4.0,1.0,12.0,1.0,6.0,2.0,4.0,1.0,0.0,3.0,5.0,3.0,22.0,17.0,42.0,27.0,43.0,22.0,13.0,31.0,10.0,29.0,41.0,49.0,69.0,62.0,39.0,25.0,33.0,30.0,24.0,31.0,14.0,16.0,1.0,11.0,13.0
2010058,,,,9.0,14.0,9.0,8.0,7.0,13.0,8.0,11.0,3.0,8.0,15.0,14.0,21.0,29.0,39.0,58.0,68.0,62.0,55.0,57.0,52.0,69.0,88.0,83.0,92.0,86.0,60.0,72.0,60.0,56.0,43.0,48.0,49.0,36.0,34.0,29.0,19.0,19.0
2010233,,,,8.0,0.0,1.0,4.0,5.0,5.0,3.0,0.0,2.0,0.0,0.0,3.0,7.0,10.0,27.0,48.0,70.0,23.0,26.0,29.0,21.0,20.0,35.0,34.0,37.0,32.0,57.0,35.0,21.0,21.0,24.0,24.0,23.0,23.0,13.0,10.0,10.0,9.0
2010369,,,,8.0,8.0,7.0,13.0,10.0,7.0,6.0,10.0,3.0,7.0,10.0,10.0,29.0,40.0,59.0,89.0,86.0,93.0,90.0,71.0,61.0,102.0,110.0,120.0,113.0,100.0,74.0,76.0,59.0,75.0,68.0,54.0,62.0,39.0,41.0,22.0,34.0,28.0
2010230,,,,8.0,6.0,6.0,3.0,5.0,5.0,5.0,0.0,0.0,2.0,5.0,4.0,20.0,36.0,52.0,79.0,81.0,78.0,74.0,43.0,58.0,91.0,75.0,79.0,73.0,69.0,58.0,47.0,50.0,44.0,42.0,28.0,47.0,28.0,20.0,19.0,28.0,17.0
2010016,,,,5.0,10.0,9.0,11.0,8.0,5.0,6.0,3.0,9.0,4.0,2.0,3.0,9.0,15.0,33.0,37.0,50.0,65.0,56.0,64.0,64.0,80.0,111.0,95.0,62.0,80.0,68.0,73.0,56.0,55.0,53.0,50.0,60.0,55.0,59.0,45.0,41.0,29.0
2010237,,,,5.0,2.0,3.0,3.0,4.0,3.0,5.0,0.0,0.0,1.0,3.0,1.0,3.0,8.0,14.0,25.0,29.0,38.0,44.0,26.0,24.0,35.0,42.0,51.0,38.0,47.0,45.0,23.0,24.0,26.0,22.0,20.0,16.0,16.0,11.0,18.0,20.0,6.0
2010169,,,,4.0,5.0,5.0,4.0,2.0,5.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,9.0,43.0,87.0,82.0,82.0,89.0,55.0,45.0,55.0,83.0,105.0,109.0,104.0,110.0,96.0,56.0,54.0,46.0,46.0,59.0,31.0,0.0,0.0,0.0,0.0
2010186,,,,4.0,2.0,4.0,8.0,6.0,1.0,2.0,5.0,5.0,5.0,5.0,14.0,30.0,41.0,65.0,99.0,52.0,60.0,67.0,60.0,48.0,78.0,66.0,69.0,71.0,101.0,95.0,67.0,69.0,64.0,69.0,47.0,26.0,26.0,24.0,13.0,21.0,12.0
2010234,,,,3.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,10.0,9.0,19.0,26.0,23.0,25.0,15.0,16.0,21.0,37.0,19.0,35.0,15.0,24.0,18.0,20.0,13.0,15.0,9.0,10.0,11.0,10.0,21.0,11.0,9.0
31007001,,,,3.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,10.0,21.0,26.0,26.0,35.0,6.0,17.0,37.0,61.0,29.0,21.0,18.0,7.0,15.0,9.0,5.0,9.0,11.0,5.0,2.0,4.0,5.0,3.0,4.0
2010235,,,,2.0,6.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,10.0,10.0,13.0,25.0,17.0,18.0,24.0,34.0,40.0,31.0,24.0,25.0,15.0,27.0,19.0,17.0,18.0,12.0,11.0,6.0,13.0,17.0,14.0
2010236,,,,2.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,5.0,12.0,11.0,20.0,44.0,27.0,39.0,24.0,17.0,33.0,40.0,36.0,49.0,49.0,52.0,26.0,28.0,24.0,25.0,22.0,22.0,16.0,14.0,13.0,22.0,12.0
2010226,,,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,5.0,7.0,8.0,6.0,10.0,8.0,11.0,15.0,8.0,11.0,9.0,8.0,10.0,9.0,9.0,7.0,2.0,12.0,3.0,17.0,4.0,5.0,6.0
2010206,,,,1.0,2.0,8.0,2.0,7.0,3.0,2.0,1.0,3.0,5.0,2.0,7.0,12.0,16.0,24.0,27.0,39.0,39.0,30.0,18.0,36.0,48.0,35.0,46.0,40.0,32.0,35.0,33.0,36.0,26.0,34.0,30.0,18.0,16.0,19.0,13.0,10.0,5.0
2010227,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,18.0,11.0,22.0,16.0,18.0,18.0,28.0,13.0,10.0,7.0,10.0,12.0,10.0,17.0,10.0,9.0,10.0,5.0,7.0,7.0,6.0,1.0,7.0
30606701,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,4761.0,1628.0,0.0,0.0,0.0,1475.0,4855.0,4826.0,4768.0,2460.0,2682.0,2423.0,1822.0,1800.0,1777.0,1614.0,1668.0,1407.0,1248.0,1102.0,818.0,699.0
20504602,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,968.0,865.0,4227.0,3208.0,956.0,895.0,803.0,810.0,3032.0,4000.0,3361.0,3239.0,1950.0,1777.0,1661.0,1685.0,1614.0,1635.0,1425.0,1230.0,954.0
